id,name
250,Max Ophüls
251,Peter Watkins
252,Masaki Kobayashi
253,Josef von Sternberg
254,Georges Méliès
255,Henri-Georges Clouzot
256,David Cronenberg
257,Pier Paolo Pasolini
258,Milos Forman
259,George Cukor
260,John Ford
261,Vittorio De Sica
262,John Cassavetes
263,Krzysztof Kieslowski
264,Mike Nichols
265,Bernardo Bertolucci
266,Hsiao-Hsien Hou
267,Wim Wenders
268,Erich von Stroheim
269,Éric Rohmer
270,Georg Wilhelm Pabst
271,Abel Gance
272,Terry Gilliam
273,Ken Burns
274,Jean Cocteau
275,Robert Altman
276,Howard Hawks
277,Yasujirô Ozu
278,Nicholas Ray
279,Theodoros Angelopoulos
280,Nicolas Roeg
281,Joseph L. Mankiewicz
282,Jean-Pierre Melville
283,Lars von Trier
284,Yimou Zhang
285,Nagisa Ôshima
286,Elia Kazan
287,Mike Leigh
288,Joseph Losey
289,Claude Chabrol
290,Kar-Wai Wong
291,Louis Malle
292,René Clair
293,Victor Sjöström
294,Chuck Jones
295,Andrzej Wajda
296,James Cameron
297,Peter Jackson
298,Miklós Jancsó
299,Chris Marker
300,Jonas Mekas
301,Alfred Hitchcock
302,David Lean
303,Jean-Luc Godard
304,Ingmar Bergman
305,Stanley Kubrick
306,Billy Wilder
307,Luis Buñuel
308,Federico Fellini
309,Fritz Lang
310,Charles Chaplin
311,Jacques Rivette
312,Martin Scorsese
313,Buster Keaton
314,Akira Kurosawa
315,Woody Allen
316,Francis Ford Coppola
317,Andrei Tarkovsky
318,Carl Theodor Dreyer
319,David Lynch
320,Alain Resnais
321,Roman Polanski
322,Jean Renoir
323,Orson Welles
324,Werner Herzog
325,Rainer Werner Fassbinder
326,Joel Coen
327,Frank Capra
328,François Truffaut
329,Sergei M. Eisenstein
330,Luchino Visconti
331,Sidney Lumet
332,King Vidor
333,Tim Burton
334,Michael Powell
335,F.W. Murnau
336,Robert Bresson
337,Peter Greenaway
338,Michelangelo Antonioni
339,Kenji Mizoguchi
340,William Wyler
341,Steven Spielberg
342,Sergio Leone
343,Satyajit Ray
344,D.W. Griffith
345,Chantal Akerman
346,Ernst Lubitsch
347,John Huston
348,Jane Campion
349,Michael Curtiz
350,Max Ophüls
351,Peter Watkins
352,Masaki Kobayashi
353,Josef von Sternberg
354,Georges Méliès
355,Henri-Georges Clouzot
356,David Cronenberg
357,Pier Paolo Pasolini
358,Milos Forman
359,George Cukor
360,John Ford
361,Vittorio De Sica
362,John Cassavetes
363,Krzysztof Kieslowski
364,Mike Nichols
365,Bernardo Bertolucci
366,Hsiao-Hsien Hou
367,Wim Wenders
368,Erich von Stroheim
369,Éric Rohmer
370,Georg Wilhelm Pabst
371,Abel Gance
372,Terry Gilliam
373,Ken Burns
374,Jean Cocteau
375,Robert Altman
376,Howard Hawks
377,Yasujirô Ozu
378,Nicholas Ray
379,Theodoros Angelopoulos
380,Nicolas Roeg
381,Joseph L. Mankiewicz
382,Jean-Pierre Melville
383,Lars von Trier
384,Yimou Zhang
385,Nagisa Ôshima
386,Elia Kazan
387,Mike Leigh
388,Joseph Losey
389,Claude Chabrol
390,Kar-Wai Wong
391,Louis Malle
392,René Clair
393,Victor Sjöström
394,Chuck Jones
395,Andrzej Wajda
396,James Cameron
397,Peter Jackson
398,Miklós Jancsó
399,Chris Marker
400,Jonas Mekas
401,Alfred Hitchcock
402,David Lean
403,Jean-Luc Godard
404,Ingmar Bergman
405,Stanley Kubrick
406,Billy Wilder
407,Luis Buñuel
408,Federico Fellini
409,Fritz Lang
410,Charles Chaplin
411,Jacques Rivette
412,Martin Scorsese
413,Buster Keaton
414,Akira Kurosawa
415,Woody Allen
416,Francis Ford Coppola
417,Andrei Tarkovsky
418,Carl Theodor Dreyer
419,David Lynch
420,Alain Resnais
421,Roman Polanski
422,Jean Renoir
423,Orson Welles
424,Werner Herzog
425,Rainer Werner Fassbinder
426,Joel Coen
427,Frank Capra
428,François Truffaut
429,Sergei M. Eisenstein
430,Luchino Visconti
431,Sidney Lumet
432,King Vidor
433,Tim Burton
434,Michael Powell
435,F.W. Murnau
436,Robert Bresson
437,Peter Greenaway
438,Michelangelo Antonioni
439,Kenji Mizoguchi
440,William Wyler
441,Steven Spielberg
442,Sergio Leone
443,Satyajit Ray
444,D.W. Griffith
445,Chantal Akerman
446,Ernst Lubitsch
447,John Huston
448,Jane Campion
449,Michael Curtiz
450,Max Ophüls
451,Peter Watkins
452,Masaki Kobayashi
453,Josef von Sternberg
454,Georges Méliès
455,Henri-Georges Clouzot
456,David Cronenberg
457,Pier Paolo Pasolini
458,Milos Forman
459,George Cukor
460,John Ford
461,Vittorio De Sica
462,John Cassavetes
463,Krzysztof Kieslowski
464,Mike Nichols
465,Bernardo Bertolucci
466,Hsiao-Hsien Hou
467,Wim Wenders
468,Erich von Stroheim
469,Éric Rohmer
470,Georg Wilhelm Pabst
471,Abel Gance
472,Terry Gilliam
473,Ken Burns
474,Jean Cocteau
475,Robert Altman
476,Howard Hawks
477,Yasujirô Ozu
478,Nicholas Ray
479,Theodoros Angelopoulos
480,Nicolas Roeg
481,Joseph L. Mankiewicz
482,Jean-Pierre Melville
483,Lars von Trier
484,Yimou Zhang
485,Nagisa Ôshima
486,Elia Kazan
487,Mike Leigh
488,Joseph Losey
489,Claude Chabrol
490,Kar-Wai Wong
491,Louis Malle
492,René Clair
493,Victor Sjöström
494,Chuck Jones
495,Andrzej Wajda
496,James Cameron
497,Peter Jackson
498,Miklós Jancsó
499,Chris Marker
500,Jonas Mekas
